"configuration","problem","model","data_file","status","time","objectiveBound","variables","solveTime","paths","intVars","peakMem","run","flatBoolVars","nodes","flatIntConstraints","openNodes","failures","peakDepth","initTime","propagations","boolVariables","flatIntVars","nSolutions","evaluatedHalfReifiedConstraints","flatBoolConstraints","flatTime","solver_objective","propagators","optTime","method","eliminatedImplications","backjumps","restarts","objective","randomSeed","eliminatedLinearConstraints","evaluatedReifiedConstraints","baseMem","nogoods","trailMem"
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t022-01.dzn","UNKNOWN","304.0909692060668","","","","0","","","endtimes_reverse-cp2025_big","50508","","49071","","","","","","","3307","0","832","29874","3.5306","","","","minimize","1452","","","","","","46044","","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-02.dzn","OPTIMAL_SOLUTION","1.1130909989587963","","6997","0.012","0","692","0.0","endtimes_reverse-cp2025_big","3856","164","3289","","2","161","0.224","16988","6303","685","1","211","3136","0.476495","7284","5487","0.012","minimize","363","2","1","7284","1822998528","","2846","0.0","2","1.41"
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t022-01.dzn","UNKNOWN","302.33376764995046","","","","0","","","endtimes_reverse-cp2025_big","6716","","6770","","","","","","","3291","0","2268","7260","1.32071","","","","minimize","2904","","","","","","2268","","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t035-02.dzn","UNKNOWN","304.5803524311632","","","","0","","","endtimes_reverse-cp2025_big","107433","","102372","","","","","","","5358","0","1716","63957","6.46623","","","","minimize","3025","","","","","","99364","","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-05.dzn","OPTIMAL_SOLUTION","253.68530421110336","10045","","251.905","0","","","endtimes_reverse-cp2025_big","1334","","1779","","37778","","","20307978","2744","836","83","378","1210","0.452038","10045","","","minimize","484","","","10045","","","378","","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-02.dzn","SATISFIED","302.4615605340805","","","","0","","","endtimes_reverse-cp2025_big","27967","","27362","","","","","","","2421","2","1291","16738","2.19153","","","","minimize","847","","","175684","","","24547","","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-01.dzn","OPTIMAL_SOLUTION","4.1132417999906465","4957","","3.23911","0","","","endtimes_reverse-cp2025_big","610","","721","","18589","","","3602325","360","334","2","189","605","0.271541","4957","","","minimize","242","","","4957","","","189","","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-03.dzn","UNKNOWN","301.4424300920218","","","","0","","","endtimes_reverse-cp2025_big","3836","","4691","","","","","","","2253","0","1134","3630","0.96927","","","","minimize","1452","","","","","","1134","","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-02.dzn","SATISFIED","300.54734171996824","16407","","0.347462","0","","","endtimes_reverse-cp2025_big","1328","","1687","","162","","","111199","217","798","2","378","1210","0.469598","18413","","","minimize","484","","","18413","","","378","","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-02.dzn","SATISFIED","303.27845885884017","","","","0","","","endtimes_reverse-cp2025_big","35209","","34568","","","","","","","2808","1","630","20937","2.66362","","","","minimize","1089","","","199496","","","31596","","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-01.dzn","SATISFIED","302.5644724309677","","","","0","","","endtimes_reverse-cp2025_big","19905","","20238","","","","","","","2076","2","356","11601","1.70213","","","","minimize","605","","","110791","","","17492","","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-06.dzn","OPTIMAL_SOLUTION","16.577025461941957","","243056","15.443","0","653","0.0","endtimes_reverse-cp2025_big","3332","7225","3199","","6036","122","0.187","52129387","242401","645","2","144","2395","0.481775","12156","5194","0.518","minimize","242","939","9","12156","-1823378214","","2506","0.0","6036","3.16"
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-04.dzn","OPTIMAL_SOLUTION","0.5914075130131096","","84913","0.007","0","192","0.0","endtimes_reverse-cp2025_big","719","50","486","","0","50","0.08","1370","84719","190","1","68","778","0.222718","205","704","0.007","minimize","121","0","1","205","-567583677","","414","0.0","0","0.28"
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-06.dzn","SATISFIED","303.05728156794794","","","","0","","","endtimes_reverse-cp2025_big","33024","","32657","","","","","","","2647","2","562","19414","2.46094","","","","minimize","968","","","176576","","","29692","","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-02.dzn","OPTIMAL_SOLUTION","0.4262952459976077","","10380","0.003","0","19","0.0","endtimes_reverse-cp2025_big","14","1","36","","0","1","0.011","52","10359","17","1","","","0.174017","334","31","0.003","minimize","","0","1","334","148331652","","","0.0","0","0.05"
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-05.dzn","SATISFIED","302.6330811390653","","","","0","","","endtimes_reverse-cp2025_big","15013","","15399","","","","","","","1763","1","289","8780","1.41005","","","","minimize","484","","","91997","","","12992","","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-05.dzn","SATISFIED","303.45217798207887","","","","0","","","endtimes_reverse-cp2025_big","31615","","31309","","","","","","","2681","2","553","18703","2.43268","","","","minimize","968","","","220986","","","28270","","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-04.dzn","OPTIMAL_SOLUTION","0.5681004789657891","3994","","0.2751","0","","","endtimes_reverse-cp2025_big","103","1","306","","","","","","","277","6","288","","0.261461","3994","","","minimize","","","","3994","","","212","","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-06.dzn","UNKNOWN","302.9574493400287","","","","0","","","endtimes_reverse-cp2025_big","28011","","27882","","","","","","","2462","0","494","16489","2.06628","","","","minimize","847","","","","","","24984","","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t045-01.dzn","SATISFIED","305.9343055009376","209974","","18.308","0","","","endtimes_reverse-cp2025_big","17536","","14074","","9098","","","5074918","4270","6987","1","6615","21175","2.60634","215614","","","minimize","8470","","","215614","","","6615","","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-05.dzn","SATISFIED","302.24881951115094","","","","0","","","endtimes_reverse-cp2025_big","20306","","18855","","","","","","","1866","2","562","13358","1.49489","","","","minimize","968","","","55930","","","17580","","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t050-03.dzn","SATISFIED","310.4642152071465","317593","7813","247.2","0","","3341.0","endtimes_reverse-cp2025_big","204267","58527","195203","","25737","","9.84","","","7828","56","","118786","11.6257","368221","110057","","minimize","4840","","","368221","","","194627","","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-05.dzn","SATISFIED","302.7450452630874","","","","0","","","endtimes_reverse-cp2025_big","22270","","22634","","","","","","","2106","2","359","12768","1.78456","","","","minimize","605","","","115032","","","19826","","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t020-01.dzn","SATISFIED","303.7149980261456","138515","3515","279.57","0","","848.0","endtimes_reverse-cp2025_big","38979","231534","37946","","104539","","2.029999","","","2874","281","","23276","2.78","184694","23818","","minimize","1210","","","184694","","","35829","","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-01.dzn","SATISFIED","303.5937954499386","","","","0","","","endtimes_reverse-cp2025_big","36713","","36009","","","","","","","2766","2","630","21710","2.69213","","","","minimize","1089","","","212876","","","33142","","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-01.dzn","SATISFIED","302.2117859189166","","","","0","","","endtimes_reverse-cp2025_big","14388","","14712","","","","","","","1703","2","284","8498","1.29769","","","","minimize","484","","","48955","","","12428","","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t040-03.dzn","SATISFIED","308.5439322569873","","","","0","","","endtimes_reverse-cp2025_big","132694","","126351","","","","","","","6221","1","2056","78711","7.98727","","","","minimize","3630","","","257883","","","123162","","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-03.dzn","SATISFIED","302.33842836902477","","","","0","","","endtimes_reverse-cp2025_big","18403","","18611","","","","","","","1982","2","356","10885","1.54264","","","","minimize","605","","","103765","","","16060","","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-04.dzn","SATISFIED","301.9259378730785","","","","0","","","endtimes_reverse-cp2025_big","9007","","9292","","","","","","","1314","2","216","5464","0.936728","","","","minimize","363","","","28921","","","7502","","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-04.dzn","SATISFIED","302.0752238649875","177146","","137.928","0","","","endtimes_reverse-cp2025_big","5254","","5681","","0","","","0","0","2753","42","1701","5445","1.10168","198627","","","minimize","2178","","","198627","","","1701","","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t020-02.dzn","SATISFIED","302.435945722973","179554","","206.529","0","","","endtimes_reverse-cp2025_big","5720","","5987","","266850","","","153493163","2757","2909","5","1890","6050","1.15088","233728","","","minimize","2420","","","233728","","","1890","","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-03.dzn","SATISFIED","302.6821819760371","","","","0","","","endtimes_reverse-cp2025_big","23910","","23994","","","","","","","2263","2","428","14020","1.88153","","","","minimize","726","","","127165","","","21188","","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-03.dzn","SATISFIED","302.8975552129559","","","","0","","","endtimes_reverse-cp2025_big","30585","","30560","","","","","","","2520","1","484","17764","2.3268","","","","minimize","847","","","156462","","","27534","","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-03.dzn","SATISFIED","301.7490953129018","65362","1957","298.92","0","","268.0","endtimes_reverse-cp2025_big","10399","440736","10770","","209262","","0.49","","","1383","53","","6111","1.08649","73038","7833","","minimize","363","","","73038","","","9020","","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-03.dzn","SATISFIED","300.6660490409704","","163959","299.466","0","732","0.0","endtimes_reverse-cp2025_big","3194","181746","3180","","178068","121","0.192","920516301","163225","717","3","140","2302","0.52659","4842","4995","0.082","minimize","242","3305","3","4842","1652040471","","2320","0.0","178068","3.16"
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-02.dzn","UNKNOWN","300.66314500698354","","","","0","","","endtimes_reverse-cp2025_big","1484","","2143","","","","","","","1013","0","378","1210","0.540972","","","","minimize","484","","","","","","378","","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-06.dzn","SATISFIED","302.7505387510173","","","","0","","","endtimes_reverse-cp2025_big","20156","","20489","","","","","","","2076","2","353","11728","1.7046","","","","minimize","605","","","188180","","","17746","","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-02.dzn","SATISFIED","302.687718574889","","","","0","","","endtimes_reverse-cp2025_big","20503","","20867","","","","","","","2106","3","360","11884","1.73705","","","","minimize","605","","","135527","","","18058","","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-01.dzn","SATISFIED","300.8319857500028","55119","","29.8442","0","","","endtimes_reverse-cp2025_big","2066","","2792","","153103","","","36978195","1192","1326","2","567","1815","0.646899","62392","","","minimize","726","","","62392","","","567","","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-04.dzn","OPTIMAL_SOLUTION","0.6341889740433544","","104606","0.008","0","144","0.0","endtimes_reverse-cp2025_big","91","10","190","","1","9","0.13","779","104460","83","1","3","10","0.213311","3994","178","0.007","minimize","","0","1","3994","-1938352889","","20","0.0","1","0.63"
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-03.dzn","OPTIMAL_SOLUTION","0.724756809999235","","8546","0.021","0","346","0.0","endtimes_reverse-cp2025_big","1271","209","1216","","9","65","0.083","29582","8198","341","3","74","990","0.304096","6759","1797","0.02","minimize","121","8","3","6759","-145880088","","838","0.0","9","1.41"
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-03.dzn","SATISFIED","301.6970581669593","","","","0","","","endtimes_reverse-cp2025_big","5256","","5599","","","","","","","991","61","142","3226","0.736244","","","","minimize","242","","","58464","","","4168","","",""
