"configuration","problem","model","data_file","status","time","failures","paths","run","intVars","method","randomSeed","backjumps","solveTime","nogoods","flatTime","error","openNodes","evaluatedReifiedConstraints","eliminatedImplications","flatIntVars","nodes","flatIntConstraints","propagators","restarts","trailMem","baseMem","eliminatedLinearConstraints","flatBoolConstraints","flatBoolVars","initTime","evaluatedHalfReifiedConstraints","nSolutions","boolVariables","peakDepth","propagations","peakMem","variables"
"cpotimizer_free_fixedorder_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t019-01.dzn","UNKNOWN","301.78522354364395","5230526","0","sat_appear-cp2025","","satisfy","","","298.57","","1.40867","","","15054","1134","2344","10496640","15744","11543","","","","","12666","17383","0.59","","0","","","","237.0","2356"
"cpotimizer_free_fixedorder_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t016-04.dzn","UNKNOWN","301.2573956698179","26035336","0","sat_appear-cp2025","","satisfy","","","298.8","","1.18186","","","8494","786","2535","52237016","9698","8543","","","","","8213","10208","0.36","","0","","","","159.0","2376"
"cpotimizer_free_fixedorder_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t040-03.dzn","SATISFIED","26.129907317459583","122","0","sat_appear-cp2025","","satisfy","","","7.61","","7.76804","","","115006","3780","6857","352","116070","68513","","","","","74393","122272","6.01","","1","","","","1741.0","6457"
"gurobi_free_fixedorder_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t004-05.dzn","SATISFIED","0.9252971038222313","","0","sat_appear-cp2025","","satisfy","","","0.4912","","0.467498","","","517","","1189","0","2165","","","","","312","","434","","798","1","","","","",""
"chuffed_fixed_standard_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t013-03.dzn","SATISFIED","1.3680996969342232","3","0","sat_appear-cp2025","891","satisfy","-2017810615","36","0.021","3","0.493922","","","2614","408","884","206","3348","5289","0","4.75","0.0","","3131","3721","0.301","270","1","15666","166","30005","0.0","16559"
"chuffed_fixed_standardrestart_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t007-06.dzn","SATISFIED","0.7244896031916142","0","0","sat_appear-cp2025","353","satisfy","-1170993815","0","0.011","0","0.262014","","","590","136","350","59","943","1293","0","2.11","0.0","","903","1001","0.079","90","1","13483","58","3656","0.0","13838"
"cpsat_free_fixedorder_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t013-02.dzn","ERROR","0.21016547083854675","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"chuffed_fixed_fixedorderrestart_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t016-05.dzn","SATISFIED","2.6179958656430244","4","0","sat_appear-cp2025","1679","satisfy","1913494399","0","0.034","4","1.00011","","","10370","968","1671","420","11232","19981","0","7.12","0.0","","9753","12920","0.761","544","1","26195","415","64570","0.0","27876"
"chuffed_fixed_priority_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t002-04.dzn","SATISFIED","0.6863367296755314","0","0","sat_appear-cp2025","34","satisfy","-1207869852","0","0.005","0","0.243692","","","","","31","4","65","54","0","0.05","0.0","","","28","0.041","","1","32146","3","190","0.0","32182"
"chuffed_fixed_fixedorderrestart_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t010-06.dzn","SATISFIED","1.7109206393361092","0","0","sat_appear-cp2025","2008","satisfy","-937542345","0","0.023","0","0.787603","","","3542","784","1999","212","5487","8018","0","0.94","0.0","","4837","5250","0.33","844","1","19269","211","21700","0.0","21279"
"gurobi_free_fixedorder_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t012-02.dzn","SATISFIED","3.099083822220564","","0","sat_appear-cp2025","","satisfy","","","2.5831","","2.02877","","","2722","","6499","0","12489","","","","","832","","1021","","3623","1","","","","",""
"cpsat_fixed_fixedorder_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t025-03.dzn","ERROR","0.23247069120407104","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"chuffed_fixed_fixedorder_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t007-03.dzn","SATISFIED","0.8831531256437302","0","0","sat_appear-cp2025","624","satisfy","828152013","0","0.01","0","0.398485","","","627","196","622","59","1333","1717","0","0.42","0.0","","1080","1186","0.088","211","1","10386","58","5143","0.0","11012"
"chuffed_fixed_fixedorderrestart_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t008-02.dzn","SATISFIED","0.8119529299438","21","0","sat_appear-cp2025","410","satisfy","772280624","0","0.012","21","0.30111","","","581","141","407","81","1024","1364","0","0.19","0.0","","912","1042","0.1","101","1","8264","59","20330","0.0","8676"
"cpsat_fixed_fixedorder_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t018-04.dzn","ERROR","0.23112067952752113","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"chuffed_fixed_standard_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t018-04.dzn","SATISFIED","3.0969636514782906","5","0","sat_appear-cp2025","1707","satisfy","2042004086","14","0.047","5","1.09584","","","11210","968","1697","437","12125","21703","0","2.11","0.0","","10173","13786","0.994","544","1","26494","417","118926","0.0","28203"
"chuffed_free_priority_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t015-01.dzn","SATISFIED","1.809911698102951","1","0","sat_appear-cp2025","1128","satisfy","-561814681","0","0.025","1","0.666701","","","5430","605","1121","270","6123","10512","0","0.94","0.0","","5570","7091","0.476","340","1","13279","268","30988","0.0","14409"
"chuffed_fixed_standard_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t030-01.dzn","SATISFIED","13.41859284043312","10","0","sat_appear-cp2025","9473","satisfy","1114364229","164","0.467","10","5.01909","","","54414","3920","9444","1198","63121","112432","0","10.68","0.0","","42537","62366","4.716","4220","1","108443","1023","1182388","0.0","117918"
"cpsat_free_fixedorder_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t017-04.dzn","ERROR","0.20698363333940506","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"chuffed_fixed_fixedorder_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t015-05.dzn","SATISFIED","2.145197331905365","3","0","sat_appear-cp2025","1741","satisfy","-803382168","0","0.028","3","0.850785","","","5943","780","1731","270","7409","12191","0","3.16","0.0","","6264","7834","0.563","615","1","23491","266","42964","0.0","25234"
"cpsat_fixed_standard_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t012-01.dzn","ERROR","0.21818719431757927","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"gurobi_free_fixedorder_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t016-05.dzn","SATISFIED","6.285964269191027","","0","sat_appear-cp2025","","satisfy","","","5.6096","","4.00772","","","3560","","15571","1","26974","","","","","2632","","3245","","12254","1","","","","",""
"cpsat_fixed_standard_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t007-02.dzn","ERROR","0.20962586253881454","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"chuffed_fixed_standard_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t045-01.dzn","SATISFIED","31.682506289333105","151","0","sat_appear-cp2025","9244","satisfy","-636203314","2988","3.872","151","10.1596","","","147965","4935","9206","4914","153696","294130","0","7.12","0.0","","95735","159466","10.82","3535","1","201305","1774","18573311","0.0","210551"
"chuffed_free_priority_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t018-02.dzn","SATISFIED","3.840975247323513","4","0","sat_appear-cp2025","3954","satisfy","943544677","0","0.052","4","1.66776","","","12536","1568","3936","424","16311","26816","0","10.68","0.0","","12400","15892","1.1","1688","1","47083","419","85426","0.0","51039"
"chuffed_fixed_standardrestart_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t009-02.dzn","SATISFIED","1.1460512168705463","1","0","sat_appear-cp2025","822","satisfy","2091840443","6","0.019","1","0.455469","","","2602","408","816","167","3197","5144","0","0.42","0.0","","3125","3645","0.209","270","1","16131","159","21865","0.0","16955"
"cpsat_free_fixedorder_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t006-03.dzn","ERROR","0.2379002869129181","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"cpsat_fixed_standard_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t035-02.dzn","ERROR","0.22213531658053398","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"chuffed_fixed_standard_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t009-06.dzn","SATISFIED","0.990350928157568","0","0","sat_appear-cp2025","667","satisfy","-1390267868","0","0.012","0","0.3997","","","1478","282","665","112","2070","3097","0","0.19","0.0","","1982","2260","0.152","202","1","8855","111","8273","0.0","9524"
"chuffed_fixed_fixedorder_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t006-05.dzn","SATISFIED","0.6683156713843346","0","0","sat_appear-cp2025","279","satisfy","1445695643","0","0.009","0","0.237373","","","546","121","277","59","790","1111","0","0.08","0.0","","844","921","0.059","68","1","2932","58","2802","0.0","3213"
"cpsat_free_fixedorder_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t014-01.dzn","ERROR","0.21634206548333168","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"cpotimizer_free_fixedorder_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t006-05.dzn","SATISFIED","0.7145614996552467","1","0","sat_appear-cp2025","","satisfy","","","0.04","","0.276149","","","704","131","382","41","977","1137","","","","","949","1051","0.03","","1","","","","15.0","463"
"chuffed_fixed_fixedorderrestart_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t009-03.dzn","SATISFIED","1.2068496532738209","0","0","sat_appear-cp2025","1112","satisfy","1807327720","0","0.016","0","0.548169","","","1388","392","1107","112","2558","3448","0","1.41","0.0","","2227","2360","0.188","422","1","19757","111","10238","0.0","20871"
"chuffed_fixed_priorityrestart_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t030-01.dzn","SATISFIED","13.242346458137035","12","0","sat_appear-cp2025","9473","satisfy","-1757281068","0","0.303","12","5.0349","","","54414","3920","9444","1036","63121","112432","0","10.68","0.0","","42537","62366","4.804","4220","1","106057","1023","394600","0.0","115532"
"chuffed_fixed_fixedorderrestart_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t050-02.dzn","SATISFIED","37.5222785808146","173","0","sat_appear-cp2025","12313","satisfy","-277405313","54","1.134","173","13.1866","","","192720","6240","12266","2313","201361","385010","1","54.07","0.0","","122700","206336","14.475","4920","1","265809","2036","3383824","0.0","278124"
"cpsat_fixed_fixedorder_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t050-03.dzn","ERROR","0.2263410948216915","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"chuffed_fixed_priority_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t010-01.dzn","SATISFIED","1.2621703073382378","0","0","sat_appear-cp2025","925","satisfy","1890173260","0","0.016","0","0.532956","","","2435","423","922","161","3179","4949","0","0.63","0.0","","3082","3540","0.225","303","1","9830","160","13494","0.0","10757"
"gurobi_free_fixedorder_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t035-02.dzn","SATISFIED","174.95641589909792","","0","sat_appear-cp2025","","satisfy","","","172.0775","","26.5898","","3","9993","","95227","132","153634","","","","","7625","","9524","","85574","1","","","","",""
"chuffed_fixed_standardrestart_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t012-06.dzn","SATISFIED","1.6493860967457294","0","0","sat_appear-cp2025","1396","satisfy","-1322216693","0","0.021","0","0.684464","","","3856","624","1384","218","5032","7958","0","1.41","0.0","","4562","5370","0.379","492","1","22225","217","23237","0.0","23623"
"chuffed_fixed_priorityrestart_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t009-01.dzn","SATISFIED","1.1282420009374619","0","0","sat_appear-cp2025","820","satisfy","568456075","0","0.017","0","0.460473","","","2332","408","810","164","2918","4598","0","4.75","0.0","","2990","3377","0.194","270","1","12972","163","13159","0.0","13794"
"cpsat_fixed_standard_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t007-02.dzn","ERROR","0.22778083011507988","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"cpotimizer_free_fixedorder_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t019-06.dzn","UNKNOWN","302.09286603704095","14403212","0","sat_appear-cp2025","","satisfy","","","298.1","","1.88166","","","16560","1179","3675","28967475","18127","14263","","","","","14229","18985","0.81","","0","","","","333.0","3263"
"chuffed_fixed_priorityrestart_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t013-06.dzn","SATISFIED","1.751093801110983","0","0","sat_appear-cp2025","1416","satisfy","-1524292759","0","0.021","0","0.702455","","","3824","624","1408","218","5040","7933","0","1.41","0.0","","4546","5358","0.431","492","1","18293","217","21642","0.0","19711"
"chuffed_fixed_priorityrestart_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t017-06.dzn","SATISFIED","2.7194056399166584","27","0","sat_appear-cp2025","1839","satisfy","-823402900","0","0.048","27","1.025339","","","9146","952","1828","394","10388","18025","0","1.41","0.0","","8829","11521","0.829","630","1","25433","366","124352","0.0","27274"
"chuffed_fixed_priority_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t003-06.dzn","SATISFIED","1.106313306838274","0","0","sat_appear-cp2025","228","satisfy","1898569085","0","0.013","0","0.228757","","","454","121","225","55","593","840","0","0.08","0.0","","798","787","0.374","68","1","317518","54","1989","0.0","317748"
