"configuration","problem","model","data_file","status","time","flatIntVars","solver_objective","baseMem","eliminatedImplications","flatBoolConstraints","solveTime","trailMem","propagations","evaluatedHalfReifiedConstraints","randomSeed","variables","method","peakMem","nodes","restarts","nogoods","boolVariables","evaluatedReifiedConstraints","objectiveBound","propagators","backjumps","flatIntConstraints","flatTime","nSolutions","run","paths","initTime","peakDepth","eliminatedLinearConstraints","failures","flatBoolVars","openNodes","intVars"
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-06.dzn","ALL_SOLUTIONS","3.7748299629893154","1170","0","","1210","3025","0.609009","","190698","945","","","satisfy","","","","","503","945","0","","","2396","0.569037","1","sat_reverse-cp2025","0","","","","324","2644","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t022-01.dzn","SATISFIED","7.552719763014466","2583","","","1452","20791","1.98","","","","","2756","satisfy","537.0","108","","","","28710","","18871","","29373","2.13341","1","sat_reverse-cp2025","0","1.59","","","27","31800","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-03.dzn","SATISFIED","1.4498216558713466","426","","0.0","242","1673","0.023","0.42","5825","139","-1922364491","678365","satisfy","0.0","108","0","1","677932","1062","","1945","0","1296","0.299192","1","sat_reverse-cp2025","0","0.647","106","","1","1709","","431"
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-03.dzn","SATISFIED","13.730800030054525","22089","","","","","12.85","","","18640","","","satisfy","","1","","","","4329","","","","36789","6.25647","1","sat_reverse-cp2025","0","","","2745","","3686","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-02.dzn","SATISFIED","0.47343808598816395","113","","","","","0.1977","","","118","","","satisfy","","0","","","","90","","","","125","0.197131","1","sat_reverse-cp2025","0","","","","","43","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-06.dzn","SATISFIED","1.1664513780269772","381","","0.0","242","1675","0.059","2.11","26997","136","-1978863773","463056","satisfy","0.0","134","0","28","462672","1066","","1885","5","1212","0.283649","1","sat_reverse-cp2025","0","0.419","100","","28","1676","","382"
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-04.dzn","ALL_SOLUTIONS","4.210999926086515","1698","0","","1936","4840","0.684981","","52159","1512","","","satisfy","","","","","578","1512","0","","","3458","0.690269","1","sat_reverse-cp2025","0","","","","6","4080","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-05.dzn","UNKNOWN","0.5059749069623649","49","0","","","","0.005228","","0","","","","satisfy","","","","","0","","0","","","121","0.181156","0","sat_reverse-cp2025","0","","","","0","42","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t050-02.dzn","SATISFIED","47.3856014541816","7811","","","4840","118186","15.32","","","","","7788","satisfy","3316.0","2706","","","","193427","","109410","","193966","11.4183","1","sat_reverse-cp2025","0","10.04","","","1107","203057","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t020-02.dzn","ALL_SOLUTIONS","10.256246376084164","2180","0","","2420","6050","1.56839","","118446","1890","","","satisfy","","","","","157","1890","0","","","4427","0.878945","1","sat_reverse-cp2025","0","","","","30","5156","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-04.dzn","SATISFIED","4.046551083913073","9210","","","","","3.5301","","","7300","","","satisfy","","1","","","","2653","","","","15710","2.55986","1","sat_reverse-cp2025","0","","","1525","","2167","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t025-01.dzn","ALL_SOLUTIONS","16.244665283942595","3162","0","","3630","9075","2.13885","","173086","2835","","","satisfy","","","","","206","2835","0","","","6399","1.1996","1","sat_reverse-cp2025","0","","","","24","7646","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-05.dzn","SATISFIED","5.023144581122324","1988","","0.0","1089","12465","0.713","16.02","5964366","628","532239031","44206","satisfy","0.0","2788","5","2003","42204","14652","","28424","254","15849","1.41453","1","sat_reverse-cp2025","0","1.6","464","","2003","17621","","2000"
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-02.dzn","ALL_SOLUTIONS","39.87837100098841","1798","0","","1936","4840","33.5795","","49570511","1512","","","satisfy","","","","","1359","1512","0","","","3661","0.779649","1","sat_reverse-cp2025","0","","","","94843","4168","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-06.dzn","SATISFIED","0.4201105509418994","17","","0.0","","","0.001","0.04","52","","1840317468","8840","satisfy","0.0","1","0","0","8819","","","31","0","36","0.172735","1","sat_reverse-cp2025","0","0.01","0","","0","14","","19"
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-04.dzn","ALL_SOLUTIONS","1.209580863127485","520","0","","484","1210","0.228713","","113389","378","","","satisfy","","","","","257","378","0","","","1089","0.297637","1","sat_reverse-cp2025","0","","","","581","1102","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-05.dzn","SATISFIED","0.9178020670078695","542","","0.0","242","1895","0.031","0.94","215230","148","69295504","8480","satisfy","0.0","304","1","177","7930","1506","","2990","8","1981","0.384169","1","sat_reverse-cp2025","0","0.159","111","","177","2258","","548"
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-01.dzn","ALL_SOLUTIONS","1.662984566995874","712","0","","726","1815","0.354067","","27575","567","","","satisfy","","","","","66","567","0","","","1476","0.398245","1","sat_reverse-cp2025","0","","","","24","1602","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-04.dzn","ALL_SOLUTIONS","12.22173584997654","1194","0","","1210","3025","8.63652","","7989604","945","","","satisfy","","","","","2404","945","0","","","2449","0.583417","1","sat_reverse-cp2025","0","","","","8877","2668","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-05.dzn","SATISFIED","2.9832860871683806","7041","","","","","2.5395","","","5544","","","satisfy","","1","","","","2142","","","","12023","2.064169","1","sat_reverse-cp2025","0","","","1220","","1794","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-05.dzn","SATISFIED","3.2961602399591357","1203","","0.0","605","6083","0.963","3.16","8902900","355","-310102604","15906","satisfy","0.0","8639","3","1085","14694","6456","","12578","7257","7324","0.823519","1","sat_reverse-cp2025","0","0.758","263","","1085","8194","","1210"
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-02.dzn","ALL_SOLUTIONS","0.47674402105621994","17","0","","","","0.021438","","0","","","","satisfy","","","","","0","","0","","","44","0.160116","1","sat_reverse-cp2025","0","","","","0","14","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-04.dzn","ALL_SOLUTIONS","0.9745002780109644","321","0","","242","605","0.095182","","6371","189","","","satisfy","","","","","78","189","0","","","691","0.256195","1","sat_reverse-cp2025","0","","","","0","600","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-02.dzn","SATISFIED","11.477336558979005","18500","","","","","10.6825","","","15432","","","satisfy","","1","","","","3926","","","","30956","4.96883","1","sat_reverse-cp2025","0","","","2440","","3313","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-04.dzn","SATISFIED","2.237552325008437","1355","","0.0","726","7271","0.02","2.11","47374","418","-1007238323","17221","satisfy","0.0","325","0","4","15856","7690","","14893","1","8546","0.882586","1","sat_reverse-cp2025","0","0.637","319","","4","9690","","1363"
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-03.dzn","SATISFIED","0.6128359981812537","271","","0.0","121","835","0.008","2.11","2657","75","508341235","36274","satisfy","0.0","60","0","0","35997","528","","1051","0","760","0.261926","1","sat_reverse-cp2025","0","0.069","59","","0","906","","275"
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-01.dzn","SATISFIED","0.8108668839558959","481","","","242","1831","0.08","","","","","545","satisfy","34.0","15","","","","1517","","1657","","1730","0.302143","1","sat_reverse-cp2025","0","0.06","","","1","2071","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-02.dzn","ALL_SOLUTIONS","0.46872681798413396","17","0","","","","0.02092","","0","","","","satisfy","","","","","0","","0","","","44","0.158399","1","sat_reverse-cp2025","0","","","","0","14","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-04.dzn","SATISFIED","0.4557103419210762","32","","0.0","","","0.003","0.05","139","","1086903671","28418","satisfy","0.0","2","0","0","28379","","","56","0","67","0.183973","1","sat_reverse-cp2025","0","0.026","1","","0","28","","37"
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-01.dzn","SATISFIED","0.804897858062759","1267","","","","","0.5109","","","883","","","satisfy","","0","","","","559","","","","2241","0.469156","1","sat_reverse-cp2025","0","","","305","","457","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-06.dzn","SATISFIED","1.1698489661794156","381","","0.0","242","1675","0.054","2.11","26997","136","-348084895","463056","satisfy","0.0","134","0","28","462672","1066","","1885","5","1212","0.282217","1","sat_reverse-cp2025","0","0.422","100","","28","1676","","382"
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-06.dzn","SATISFIED","0.5176957678049803","244","","","","","0.2461","","","252","","","satisfy","","0","","","","204","","","","254","0.241675","1","sat_reverse-cp2025","0","","","","","97","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t045-03.dzn","SATISFIED","36.07557973009534","7025","","0.0","4235","97549","2.83","16.02","16899570","2396","-1334577769","229468","satisfy","0.0","4178","4","1297","222402","155128","","305740","855","158351","9.76439","1","sat_reverse-cp2025","0","14.656","1779","","1297","166065","","7064"
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-01.dzn","ALL_SOLUTIONS","6.21398901916109","1814","0","","1936","4840","0.896303","","186804","1512","","","satisfy","","","","","698","1512","0","","","3701","0.772386","1","sat_reverse-cp2025","0","","","","489","4184","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t021-01.dzn","ALL_SOLUTIONS","10.707063321955502","2402","0","","2662","6655","1.42474","","38445","2079","","","satisfy","","","","","138","2079","0","","","4881","0.948264","1","sat_reverse-cp2025","0","","","","0","5680","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-04.dzn","SATISFIED","0.4579426939599216","32","","0.0","","","0.001","0.05","139","","558347702","28418","satisfy","0.0","2","0","0","28379","","","56","0","67","0.178915","1","sat_reverse-cp2025","0","0.026","1","","0","28","","37"
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-04.dzn","ALL_SOLUTIONS","4.295004050945863","1194","0","","1210","3025","0.728942","","107236","945","","","satisfy","","","","","103","945","0","","","2449","0.553018","1","sat_reverse-cp2025","0","","","","36","2668","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-03.dzn","UNKNOWN","301.6143765388988","1544","","0.0","847","9015","298.978","10.68","1346621464","483","1338577481","59428","satisfy","0.0","701753","0","176010","57873","10036","","19483","525721","10965","1.013879","0","sat_reverse-cp2025","0","0.794","23","","176010","12336","","1553"
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t035-02.dzn","SATISFIED","56.73968147998676","5141","","0.0","3025","58976","43.241","2.11","329824172","1716","-1343643071","233518","satisfy","0.0","52155","12","38537","228344","89402","","175774","12066","91953","5.91733","1","sat_reverse-cp2025","0","4.199","1279","","38537","97311","","5172"
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-02.dzn","ALL_SOLUTIONS","0.4909277078695595","32","0","","","","0.022993","","1","","","","satisfy","","","","","1","","0","","","77","0.169803","1","sat_reverse-cp2025","0","","","","0","28","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-01.dzn","ALL_SOLUTIONS","0.6690188408829272","236","0","","242","605","0.076572","","6574","189","","","satisfy","","","","","74","189","0","","","512","0.218238","1","sat_reverse-cp2025","0","","","","1","526","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-01.dzn","SATISFIED","4.797407376114279","2002","","0.0","1089","13099","0.327","7.12","2670242","628","1103938850","46513","satisfy","0.0","1553","0","770","44497","15920","","30988","322","17152","1.49921","1","sat_reverse-cp2025","0","1.665","460","","770","18903","","2014"
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-03.dzn","SATISFIED","1.4373687789775431","426","","0.0","242","1673","0.023","0.42","5789","139","125033414","678363","satisfy","0.0","108","0","1","677930","1062","","1945","0","1296","0.292081","1","sat_reverse-cp2025","0","0.646","106","","1","1709","","431"
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t030-02.dzn","SATISFIED","24.255198133876547","4154","","0.0","2420","41228","9.904","36.04","73390420","1376","-998756527","245744","satisfy","0.0","14172","9","11061","241563","59616","","116871","1943","61741","4.18282","1","sat_reverse-cp2025","0","6.143","1003","","11061","65980","","4179"
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-05.dzn","SATISFIED","0.4491091549862176","33","","0.0","","2","0.001","0.05","203","","-2013629784","25054","satisfy","0.0","3","0","0","25017","4","","67","0","73","0.175788","1","sat_reverse-cp2025","0","0.023","2","","0","30","","35"
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-01.dzn","SATISFIED","0.8366164909675717","236","","0.0","121","817","0.013","0.28","3357","68","1464422164","267557","satisfy","0.0","55","0","1","267316","492","","939","1","654","0.240434","1","sat_reverse-cp2025","0","0.249","52","","1","829","","239"
