"configuration","problem","model","data_file","status","time","evaluatedReifiedConstraints","paths","method","flatIntConstraints","solveTime","failures","randomSeed","nSolutions","flatBoolConstraints","restarts","propagators","propagations","initTime","evaluatedHalfReifiedConstraints","peakMem","trailMem","baseMem","eliminatedLinearConstraints","boolVariables","objective","backjumps","openNodes","error","solver_objective","intVars","nodes","variables","peakDepth","flatTime","optTime","flatBoolVars","run","objectiveBound","eliminatedImplications","nogoods","flatIntVars"
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t020-03.dzn","SATISFIED","301.32224728306755","1890","0","minimize","4432","109.138","165404","","1","6050","","","124385213","","1890","","","","","3444","92886","","","","92886","","","","","0.884659","","5162","endtimes_reverse-cp2025","87757","2420","","2181"
"cpsat_fixed_standard_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-01.dzn","UNSATISFIABLE","2.489747785963118","816","0","minimize","2647","0.053041","0","","0","2780","","","0","","1016","","","","","0","","","","","0","","","","","0.663315","","2430","endtimes_reverse-cp2025","0","1148","","1369"
"gurobi_free_fixedorder_col3","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-05.dzn","OPTIMAL_SOLUTION","2.135616134153679","1592","0","minimize","6794","1.7504","","","3","","","","","","2639","","","","708","","5825","","","","5825","","1","","","1.27685","","977","endtimes_reverse-cp2025","5825","","","3807"
"cpsat_free_fixedorder_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-05.dzn","ERROR","6.4117085069883615","1632","0","minimize","4754","","","","0","5560","","","","","2032","","","","","","","","","terminate called after throwing an instance of 'std::out_of_range'
  what():  absl::container_internal::raw_hash_map<>::at","","","","","","1.00732","","4634","endtimes_reverse-cp2025","","2296","","2489"
"chuffed_fixed_standard_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-05.dzn","UNKNOWN","302.2923487529624","16732","0","minimize","19016","","","","0","13634","","","","","1001","","","","","","","","","","","","","","","1.76085","","19751","endtimes_reverse-cp2025","","1248","","2741"
"chuffed_fixed_priority_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-05.dzn","UNKNOWN","301.8905746510718","6715","0","minimize","8350","","","","0","6650","","","","","630","","","","","","","","","","","","","","","1.11426","","8711","endtimes_reverse-cp2025","","780","","1821"
"chuffed_fixed_standardrestart_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-01.dzn","UNSATISFIABLE","16.217739292886108","574","0","minimize","849","15.582","74513","116806756","0","895","13","1193","110370279","0.05","94","0.0","0.63","0.0","","33669","","153746","","","-1","314","225793","33985","8","0.279718","0.0","957","endtimes_reverse-cp2025","","136","74513","310"
"cpsat_free_fixedorder_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-06.dzn","ERROR","0.7091610680799931","195","0","minimize","604","","","","0","629","","","","","205","","","","","","","","","terminate called after throwing an instance of 'std::out_of_range'
  what():  absl::container_internal::raw_hash_map<>::at","","","","","","0.25219","","566","endtimes_reverse-cp2025","","257","","282"
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t050-03.dzn","SATISFIED","307.3248437650036","7560","0","minimize","15757","23.3507","20844","","2","24200","","","13331893","","7560","","","","","5019","328458","","","","328458","","","","","2.84288","","19920","endtimes_reverse-cp2025","319531","9680","","7834"
"cpsat_fixed_standard_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-04.dzn","UNSATISFIABLE","0.9336654399521649","196","0","minimize","768","0.022426","0","","0","643","","","0","","216","","","","","0","","","","","0","","","","","0.275986","","633","endtimes_reverse-cp2025","0","262","","364"
"chuffed_fixed_fixedorder_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-02.dzn","UNSATISFIABLE","1.0488708161283284","42","0","satisfy","","","","","","","","","","","","","","","","","","","","","","","","","","0.759402","","","endtimes_reverse-cp2025","","","",""
"chuffed_fixed_priorityrestart_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-02.dzn","UNKNOWN","301.82047081179917","8718","0","minimize","10096","298.813","304652","-1814113450","0","8007","17","17329","372448674","0.906","555","0.0","16.02","0.0","","217027","","349","","","-1","1727","305140","218756","14","1.17745","0.0","10887","endtimes_reverse-cp2025","","816","304652","1718"
"chuffed_fixed_fixedorder_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-01.dzn","UNKNOWN","300.5578968990594","1448","0","minimize","2107","299.551","1080007","-1453236460","0","2041","0","3082","666158201","0.146","249","0.0","3.16","0.0","","101088","","4463","","","-1","737","1082688","101827","4","0.440011","0.0","2241","endtimes_reverse-cp2025","","312","1080007","731"
"cpsat_fixed_fixedorder_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-02.dzn","OPTIMAL_SOLUTION","0.5418210218194872","","0","minimize","131","0.024858","0","","1","","","","5","","","","","","","3","1330","","","","1330","","","","","0.189781","","44","endtimes_reverse-cp2025","1330","","","53"
"chuffed_fixed_fixedorderrestart_col3","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-01.dzn","SATISFIED","302.0499509719666","10597","0","minimize","12297","","","","1","9649","","","","","722","","","","","","47954","","","","","","","","","1.35343","","13179","endtimes_reverse-cp2025","","987","","2127"
"cpsat_fixed_standard_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-02.dzn","UNSATISFIABLE","3.2513544498942792","560","0","minimize","3441","0.051621","0","","0","4494","","","0","","2324","","","","","0","","","","","0","","","","","0.773067","","3750","endtimes_reverse-cp2025","0","1834","","1808"
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-03.dzn","SATISFIED","302.4322686891537","16860","0","minimize","18088","","","","1","13569","","","","","627","","","","","","56059","","","","","","","","","1.4921","","19836","endtimes_reverse-cp2025","","1089","","2003"
"cpotimizer_free_fixedorder_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-03.dzn","UNSATISFIABLE","32.61790843005292","4229","0","minimize","4579","31.36","36369","","0","4365","","3882","","0.19","","81.0","","","","","","","","","","","77368","1041","","0.595332","","5285","endtimes_reverse-cp2025","7421","504","","1016"
"chuffed_fixed_priorityrestart_col3","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-05.dzn","SATISFIED","301.3165305298753","6027","0","minimize","7312","299.073","160915","-151041062","4","6121","19","12154","920446783","0.579","514","0.0","7.12","0.0","","227001","20730","13291","","","20730","1565","175418","228568","260","0.919368","11.618","7897","endtimes_reverse-cp2025","","705","160915","1556"
"cpotimizer_free_fixedorder_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-05.dzn","UNKNOWN","301.82582665397786","10932","0","minimize","11690","298.78","865","","0","9399","","8769","","0.66","","276.0","","","","","","","","","","","1832","1956","","1.21101","","12847","endtimes_reverse-cp2025","47830","882","","1849"
"cpsat_free_fixedorder_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-06.dzn","ERROR","5.950538967968896","1568","0","minimize","4146","","","","0","5144","","","","","1728","","","","","","","","","terminate called after throwing an instance of 'std::out_of_range'
  what():  absl::container_internal::raw_hash_map<>::at","","","","","","0.885793","","4360","endtimes_reverse-cp2025","","2096","","2081"
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-04.dzn","OPTIMAL_SOLUTION","1.0880495479796082","2260","0","minimize","2693","0.046","110","1777231845","2","2843","2","4297","169170","0.178","211","0.0","3.16","0.0","","12268","8353","44","","","8353","688","471","12958","159","0.482698","0.027","3266","endtimes_reverse-cp2025","","363","110","681"
"chuffed_fixed_fixedorderrestart_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-01.dzn","UNKNOWN","301.97997418488376","8420","0","minimize","10303","","","","0","8161","","","","","753","","","","","","","","","","","","","","","1.24285","","10771","endtimes_reverse-cp2025","","936","","2146"
"chuffed_fixed_priorityrestart_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-03.dzn","UNKNOWN","300.75490609998815","1582","0","minimize","2415","299.455","599862","-599588115","0","2108","18","3493","518892703","0.242","252","0.0","7.12","0.0","","222872","","2028","","","-1","826","601118","223700","4","0.536978","0.0","2466","endtimes_reverse-cp2025","","312","599862","822"
"chuffed_fixed_standard_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-02.dzn","UNKNOWN","300.72376833995804","2965","0","minimize","3855","299.425","48680","1668804737","0","3458","0","6106","3542167707","0.251","376","0.0","2.11","0.0","","115174","","286404","","","-1","1055","334813","116231","16","0.572087","0.0","4113","endtimes_reverse-cp2025","","468","48680","1045"
"chuffed_fixed_priorityrestart_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-05.dzn","UNKNOWN","301.90153733687475","6715","0","minimize","8350","","","","0","6650","","","","","630","","","","","","","","","","","","","","","1.1238","","8711","endtimes_reverse-cp2025","","780","","1821"
"cpotimizer_free_fixedorder_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-05.dzn","UNSATISFIABLE","151.07150187180378","1410","0","minimize","1628","150.36","23235","","0","1805","","1631","","0.05","","23.0","","","","","","","","","","","47882","552","","0.320261","","1960","endtimes_reverse-cp2025","3623","247","","506"
"chuffed_fixed_standardrestart_col3","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-04.dzn","OPTIMAL_SOLUTION","0.7784222119953483","669","0","minimize","1130","0.025","68","-1021888844","1","956","1","1545","65960","0.09","107","0.0","0.63","0.0","","11858","6281","158","","","6281","423","283","12283","57","0.34181","0.011","1146","endtimes_reverse-cp2025","","141","68","417"
"chuffed_free_priority_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-01.dzn","UNSATISFIABLE","1.0967743170913309","43","0","satisfy","","","","","","","","","","","","","","","","","","","","","","","","","","0.804617","","","endtimes_reverse-cp2025","","","",""
"chuffed_fixed_standard_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-06.dzn","UNKNOWN","301.3051268910058","4440","0","minimize","5496","299.252","99141","352889185","0","4652","0","8938","167757373","0.534","372","0.0","10.68","0.0","","383595","","166447","","","-1","1217","265590","384814","12","0.739405","0.0","5944","endtimes_reverse-cp2025","","544","99141","1211"
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-06.dzn","OPTIMAL_SOLUTION","41.59868145803921","1138","0","minimize","1712","40.663","52760","1079224778","2","1140","2","2516","193125897","0.167","84","0.0","0.94","0.0","","69278","24354","1378","","","24354","439","54257","69719","60","0.367077","0.059","1657","endtimes_reverse-cp2025","","121","52760","436"
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-06.dzn","OPTIMAL_SOLUTION","11.046345581999049","756","0","minimize","2075","8.23685","18399","","3","2420","","","8288139","","756","","","","","530","25485","","","","25485","","","","","0.509082","","2170","endtimes_reverse-cp2025","25485","968","","1006"
"chuffed_fixed_fixedorderrestart_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-04.dzn","OPTIMAL_SOLUTION","0.4783254468347877","","0","minimize","68","0.005","0","-2020010933","1","","1","58","144","0.027","","0.0","0.05","0.0","","29686","684","0","","","684","38","2","29726","2","0.191854","0.005","28","endtimes_reverse-cp2025","","","0","33"
"chuffed_fixed_priorityrestart_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-04.dzn","UNSATISFIABLE","0.6650186008773744","16","0","satisfy","","","","","","","","","","","","","","","","","","","","","","","","","","0.402421","","","endtimes_reverse-cp2025","","","",""
"chuffed_free_priority_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-01.dzn","OPTIMAL_SOLUTION","0.44040829013101757","","0","minimize","47","0.001","0","428914122","1","","1","49","60","0.011","","0.0","0.04","0.0","","10708","350","0","","","350","26","1","10736","1","0.186353","0.001","30","endtimes_reverse-cp2025","","","0","24"
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-05.dzn","OPTIMAL_SOLUTION","0.5265297989826649","","0","minimize","83","0.026391","0","","1","","","","0","","","","","","","0","580","","","","580","","","","","0.163014","","26","endtimes_reverse-cp2025","580","","","34"
"cpsat_fixed_standard_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-01.dzn","UNSATISFIABLE","1.4941295911557972","100","0","satisfy","","","","","","","","","","","","","","","","","","","","","","","","","","1.17825","","","endtimes_reverse-cp2025","","","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-06.dzn","SATISFIED","301.0426517429296","4224","0","minimize","4949","299.339","581518","-1419543962","1","4396","19","8211","1435349729","0.463","288","0.0","1.41","0.0","","44934","27724","3957","","","27724","984","586058","45920","212","0.652623","0.056","5632","endtimes_reverse-cp2025","","484","581518","976"
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-01.dzn","OPTIMAL_SOLUTION","0.6194875941146165","554","0","minimize","766","0.007","1","569850931","1","848","1","1098","2761","0.048","72","0.0","0.63","0.0","","2988","2037","2","","","2037","265","58","3255","56","0.272031","0.007","919","endtimes_reverse-cp2025","","121","1","261"
"cpsat_fixed_fixedorder_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-03.dzn","UNSATISFIABLE","0.8158892497885972","29","0","satisfy","","","","","","","","","","","","","","","","","","","","","","","","","","0.554204","","","endtimes_reverse-cp2025","","","",""
"cpsat_free_fixedorder_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-03.dzn","OPTIMAL_SOLUTION","0.544653387973085","","0","minimize","115","0.028139","0","","1","","","","0","","","","","","","0","511","","","","511","","","","","0.202916","","60","endtimes_reverse-cp2025","511","","","54"
"chuffed_fixed_fixedorder_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-01.dzn","UNSATISFIABLE","1.755277567077428","84","0","satisfy","","","","","","","","","","","","","","","","","","","","","","","","","","1.39057","","","endtimes_reverse-cp2025","","","",""
"gurobi_free_fixedorder_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-01.dzn","OPTIMAL_SOLUTION","7.00578247802332","4031","0","minimize","22631","6.3685","","","4","","","","","","8817","","","","1878","","22309","","","","22309","","1","","","3.7164","","2302","endtimes_reverse-cp2025","22309","","","12621"
