"configuration","problem","model","data_file","status","time","objectiveBound","solver_objective","eliminatedImplications","randomSeed","flatBoolVars","nodes","boolVariables","propagators","backjumps","baseMem","evaluatedReifiedConstraints","flatIntConstraints","nSolutions","evaluatedHalfReifiedConstraints","flatBoolConstraints","run","trailMem","solveTime","flatTime","method","eliminatedLinearConstraints","flatIntVars","variables","intVars","nogoods","propagations","peakMem","failures","restarts","peakDepth","paths","initTime","openNodes"
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-05.dzn","ALL_SOLUTIONS","16.69987150002271","0","0","1936","","4848","","980","","","","1512","5552","1","1512","4840","sat_reverse-cp2025_big","","1.93525","1.06398","satisfy","","2670","","","","375441","","1173","","","0","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-06.dzn","SATISFIED","1.0465886648744345","","","242","-1687578494","2551","493","9104","3622","277","0.0","1784","2323","1","143","2034","sat_reverse-cp2025_big","0.19","0.025","0.447877","satisfy","","576","9686","580","105","161754","0.0","105","0","110","0","0.188",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-03.dzn","ALL_SOLUTIONS","1.6784234689548612","0","0","484","","1248","","45","","","","378","1519","1","378","1210","sat_reverse-cp2025_big","","0.253919","0.415229","satisfy","","714","","","","6301","","0","","","0","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-01.dzn","SATISFIED","0.44990270817652345","","","","395317287","14","1","10807","31","0","0.0","","36","1","","","sat_reverse-cp2025_big","0.05","0.001","0.182506","satisfy","","17","10828","19","0","52","0.0","0","0","0","0","0.011",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-05.dzn","UNKNOWN","303.4503608387895","","","1089","","35667","","","","","","32096","34962","0","630","21187","sat_reverse-cp2025_big","","","2.56799","satisfy","","2765","","","","","","","","","0","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-02.dzn","SATISFIED","0.48182933405041695","","","","1527712156","37","5","28433","62","0","0.0","6","73","1","3","3","sat_reverse-cp2025_big","0.12","0.004","0.198292","satisfy","","32","28471","36","0","157","0.0","0","0","4","0","0.025",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-05.dzn","SATISFIED","0.7722178709227592","","","121","1225901248","1369","385","10168","1993","10","0.0","910","1356","1","76","1026","sat_reverse-cp2025_big","0.19","0.02","0.325262","satisfy","","371","10547","377","300","65467","0.0","300","2","62","0","0.102",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t045-03.dzn","SATISFIED","36.78802543296479","","","4235","2123015689","166065","3932","222183","305740","855","0.0","155128","158351","1","2396","97549","sat_reverse-cp2025_big","16.02","2.858","10.0889","satisfy","","7025","229249","7064","1297","15610355","0.0","1297","0","1779","0","14.673",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-04.dzn","SATISFIED","0.452591922134161","","","","","91","30","","242","","","23","182","1","","10","sat_reverse-cp2025_big","","0.01","0.188439","satisfy","","78","140","","","","1.0","12","","","0","0.01",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-06.dzn","SATISFIED","0.45124777290038764","","","","","20","0","","","","","42","45","1","49","","sat_reverse-cp2025_big","","0.1797","0.180248","satisfy","","46","","","","","","","","","0","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-02.dzn","SATISFIED","0.5032453159801662","","","","-460599124","91","8","19277","173","2","0.0","34","166","1","3","17","sat_reverse-cp2025_big","0.12","0.005","0.212211","satisfy","","64","19348","69","1","790","0.0","1","0","4","0","0.023",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-03.dzn","ALL_SOLUTIONS","20.74043937609531","0","0","2178","","5254","","1835","","","","1701","5680","1","1701","5445","sat_reverse-cp2025_big","","5.74717","1.0955","satisfy","","2752","","","","1428431","","5126","","","0","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-05.dzn","ALL_SOLUTIONS","0.8829408099409193","0","0","242","","576","","93","","","","189","631","1","189","605","sat_reverse-cp2025_big","","0.092751","0.249094","satisfy","","294","","","","23368","","76","","","0","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-01.dzn","ALL_SOLUTIONS","16.477564758853987","0","0","1936","","4788","","349","","","","1512","5374","1","1512","4840","sat_reverse-cp2025_big","","3.93066","1.05096","satisfy","","2596","","","","437375","","194","","","0","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-03.dzn","SATISFIED","27.96720257587731","","","","","3972","1","","","","","5609","52771","1","31566","","sat_reverse-cp2025_big","","26.7023","9.97133","satisfy","2135","34144","","","","","","","","","0","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-04.dzn","UNKNOWN","302.7118858981412","","","726","","23822","","","","","","21100","23905","0","428","13976","sat_reverse-cp2025_big","","","1.90087","satisfy","","2262","","","","","","","","","0","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-03.dzn","ALL_SOLUTIONS","2.07260787114501","0","0","484","","1296","","48","","","","378","1672","1","378","1210","sat_reverse-cp2025_big","","0.249404","0.434031","satisfy","","785","","","","8457","","0","","","0","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t035-02.dzn","ALL_SOLUTIONS","25.26720742811449","0","0","6050","","12778","","379","","","","4725","10767","1","4725","15125","sat_reverse-cp2025_big","","8.30043","1.98766","satisfy","","5328","","","","966753","","66","","","0","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-06.dzn","SATISFIED","8.665100199868903","","","","","2570","1","","","","","3924","25249","1","15002","","sat_reverse-cp2025_big","","7.965","4.77025","satisfy","1220","16447","","","","","","","","","0","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t045-02.dzn","UNKNOWN","309.80033547477797","","","4235","","166276","","","","","","155350","158558","0","2395","97660","sat_reverse-cp2025_big","","","9.70575","satisfy","","7021","","","","","","","","","0","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t020-03.dzn","SATISFIED","28.070238567888737","","","1210","1286915866","38141","24973","239317","68857","10533","0.0","34284","37182","1","697","22852","sat_reverse-cp2025_big","3.16","18.958","2.79819","satisfy","","2938","242296","2977","13881","87829532","0.0","13881","0","558","0","3.721",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-06.dzn","SATISFIED","35.31871452415362","","","","","3927","47","","","","","5379","48752","1","28864","","sat_reverse-cp2025_big","","34.108","9.33616","satisfy","2135","31376","","","","","","","","","0","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-05.dzn","SATISFIED","236.5900509150233","","","968","2140309751","31615","183337","505665","57461","98578","0.0","28270","31308","1","553","18703","sat_reverse-cp2025_big","16.02","227.88","2.4885","satisfy","","2680","508387","2720","83840","1636872151","0.0","83840","13","436","0","3.626",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t022-02.dzn","SATISFIED","75.18368938099593","","","1452","-678487379","48015","92065","254373","87087","33311","0.0","43550","46577","1","833","28627","sat_reverse-cp2025_big","3.16","64.512","3.42731","satisfy","","3306","257720","3345","58099","583616121","0.0","58099","0","654","0","4.294",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t020-02.dzn","SATISFIED","14.629082296043634","","","1210","1019662168","38796","4271","288345","70161","2236","0.0","34950","37811","1","696","23185","sat_reverse-cp2025_big","3.16","5.051","2.69489","satisfy","","2922","291308","2961","1246","53902518","0.0","1246","4","559","0","4.134",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-02.dzn","SATISFIED","5.049582119099796","","","484","-1843781768","13708","6641","51003","24644","5075","0.0","11776","14006","1","280","8172","sat_reverse-cp2025_big","3.16","1.404","1.34593","satisfy","","1676","52711","1706","1310","28197916","0.0","1310","0","255","0","1.235",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-01.dzn","SATISFIED","27.95231076120399","","","605","-1078244091","21065","34092","198173","38470","17615","0.0","18620","21428","1","360","12165","sat_reverse-cp2025_big","2.11","22.78","1.69238","satisfy","","2105","200318","2143","15876","163692783","0.0","15876","9","294","0","1.946",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-02.dzn","SATISFIED","2.543459353968501","","","","","1264","1","","","","","1886","8012","1","4409","","sat_reverse-cp2025_big","","2.1248","1.60141","satisfy","610","5133","","","","","","","","","0","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-01.dzn","SATISFIED","11.422301304992288","","","","","3176","1","","","","","4799","35210","1","21164","","sat_reverse-cp2025_big","","10.4914","6.78286","satisfy","1525","22974","","","","","","","","","0","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-05.dzn","SATISFIED","0.6658422439359128","","","121","275009596","993","255","9774","1238","97","0.0","600","882","1","74","871","sat_reverse-cp2025_big","0.94","0.02","0.273151","satisfy","","296","10073","297","100","77430","0.0","100","0","57","0","0.071",""
