"configuration","problem","model","data_file","status","time","paths","randomSeed","nSolutions","flatIntConstraints","propagations","failures","baseMem","evaluatedReifiedConstraints","solveTime","openNodes","eliminatedImplications","intVars","initTime","optTime","eliminatedLinearConstraints","trailMem","variables","restarts","peakMem","flatBoolVars","solver_objective","run","flatTime","boolVariables","objectiveBound","peakDepth","propagators","nodes","flatBoolConstraints","flatIntVars","backjumps","evaluatedHalfReifiedConstraints","objective","nogoods","method"
"cpsat_free_fixedorder_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t007-04.dzn","OPTIMAL_SOLUTION","1.7846259360667318","0","","2","1741","43046","7","","612","0.533939","","861","","","","","","","","","1701","6758","endtimes_appear-cp2025","0.408842","116","6758","","","","2085","897","","762","6758","","minimize"
"cpotimizer_free_fixedorder_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t006-04.dzn","OPTIMAL_SOLUTION","0.6228166039800271","0","","1","765","","5","","600","0.04","","121","","0.03","","","","330","","14.0","905","4476","endtimes_appear-cp2025","0.243509","","4476","","838","3","834","273","","","4476","","minimize"
"cpsat_free_fixedorder_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t003-03.dzn","OPTIMAL_SOLUTION","1.365424028947018","0","","1","1445","46155","0","","424","0.465101","","654","","","","","","","","","1220","1313","endtimes_appear-cp2025","0.381935","137","1313","","","","1614","788","","684","1313","","minimize"
"cpsat_fixed_fixedorder_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t016-03.dzn","OPTIMAL_SOLUTION","5.887320889043622","0","","2","4563","385971","8","","1272","1.6651","","1962","","","","","","","","","3862","34385","endtimes_appear-cp2025","1.004629","978","34385","","","","4842","2534","","2052","34385","","minimize"
"gurobi_free_fixedorder_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t014-02.dzn","OPTIMAL_SOLUTION","4.903130894061178","0","","6","19098","","","","3447","4.3409","","","","","","1864","","","","","2183","24836","endtimes_appear-cp2025","2.90664","","24836","","","1","","10493","","7129","24836","","minimize"
"cpotimizer_free_fixedorder_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t015-02.dzn","SATISFIED","301.1187471819576","0","","3","5860","","258627","","5522","299.32","","605","","0.28","","","","1211","","168.0","6843","27633","endtimes_appear-cp2025","0.672058","","27430","","4744","542424","5443","1110","","","27633","","minimize"
"chuffed_fixed_priority_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t022-03.dzn","OPTIMAL_SOLUTION","6.260380889987573","0","1360365989","1","23982","802188","84","0.0","22100","0.237","","1632","3025","2.3","0.08","","1.41","87113","1","0.0","26066","52112","endtimes_appear-cp2025","2.01377","84086","","601","43421","831","18346","3011","147","1086","52112","84","minimize"
"cpsat_fixed_standard_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t004-05.dzn","OPTIMAL_SOLUTION","0.7167976479977369","0","","1","548","5623","0","","190","0.083434","","247","","","","","","","","","547","1635","endtimes_appear-cp2025","0.235236","78","1635","","","","619","256","","200","1635","","minimize"
"cpsat_fixed_standard_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t015-06.dzn","OPTIMAL_SOLUTION","4.729980289936066","0","","2","3904","675964","299","","1060","1.71613","","1635","","","","","","","","","3267","20927","endtimes_appear-cp2025","0.856034","892","20927","","","","4035","2160","","1710","20927","","minimize"
"chuffed_fixed_standard_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t045-02.dzn","UNKNOWN","310.19165977998637","0","","0","157955","","","","150359","","","5460","","","","","","","","","162309","","endtimes_appear-cp2025","10.5739","","","","","","98227","10756","","4314","","","minimize"
"chuffed_fixed_standardrestart_col3","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t010-02.dzn","OPTIMAL_SOLUTION","1.0254795519867912","0","-1001213672","1","2057","15562","7","0.0","1444","0.013","","282","682","0.169","0.012","","0.94","10897","1","0.0","2255","13887","endtimes_appear-cp2025","0.466228","10213","","111","3012","126","1965","680","10","211","13887","7","minimize"
"cpsat_fixed_fixedorder_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t005-03.dzn","OPTIMAL_SOLUTION","0.7990500220330432","0","","1","619","8613","0","","196","0.102679","","262","","","","","","","","","571","3795","endtimes_appear-cp2025","0.249092","90","3795","","","","643","292","","216","3795","","minimize"
"chuffed_free_priority_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t010-01.dzn","OPTIMAL_SOLUTION","1.2768278990406543","0","128496331","1","3068","592439","125","0.0","2457","0.099","","398","816","0.276","0.019","","0.63","33960","2","0.0","3513","14274","endtimes_appear-cp2025","0.480683","33142","","154","4855","792","3029","813","513","262","14274","125","minimize"
"chuffed_fixed_fixedorderrestart_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t017-01.dzn","OPTIMAL_SOLUTION","2.7859347440535203","0","-1794100462","2","10411","807608","45","0.0","9166","0.126","","952","1843","0.822","0.119","","0.94","33806","2","0.0","11544","29910","endtimes_appear-cp2025","1.04888","31961","","367","18035","1393","8839","1830","650","633","29910","45","minimize"
"cpsat_free_fixedorder_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t012-05.dzn","OPTIMAL_SOLUTION","2.3418984069721773","0","","1","1854","59487","0","","424","0.693411","","654","","","","","","","","","1482","12868","endtimes_appear-cp2025","0.526609","159","12868","","","","1614","1011","","684","12868","","minimize"
"chuffed_fixed_standardrestart_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t012-01.dzn","OPTIMAL_SOLUTION","1.456778981955722","0","-1307347275","1","4550","38412","4","0.0","3750","0.022","","544","1098","0.322","0.021","","3.16","19901","1","0.0","5148","15238","endtimes_appear-cp2025","0.632065","18801","","208","7383","229","4307","1091","17","366","15238","4","minimize"
"cpsat_fixed_fixedorder_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t006-04.dzn","OPTIMAL_SOLUTION","1.1412418489344418","0","","2","953","58624","1","","212","0.19273","","327","","","","","","","","","741","4476","endtimes_appear-cp2025","0.388464","168","4476","","","","807","509","","342","4476","","minimize"
"chuffed_fixed_priorityrestart_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t002-04.dzn","OPTIMAL_SOLUTION","0.4895914200460538","0","-1312326484","1","68","144","0","0.0","","0.004","","","38","0.027","0.004","","0.05","29726","1","0.0","28","684","endtimes_appear-cp2025","0.198125","29686","","2","58","2","","33","0","","684","0","minimize"
"chuffed_fixed_fixedorder_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t017-06.dzn","OPTIMAL_SOLUTION","2.6740895520197228","0","655108669","1","10391","184043","39","0.0","9146","0.053","","952","1842","0.767","0.033","","1.41","28034","1","0.0","11524","30880","endtimes_appear-cp2025","1.08587","26190","","366","17995","425","8829","1830","20","633","30880","39","minimize"
"cpsat_fixed_standard_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t030-01.dzn","SATISFIED","303.2719944540877","0","","7","14013","45523313","15475","","4240","106.702","","6540","","","","","","","","","12192","108504","endtimes_appear-cp2025","2.58557","3400","108010","","","","16140","7854","","6840","108504","","minimize"
"chuffed_fixed_priorityrestart_col3","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t010-04.dzn","OPTIMAL_SOLUTION","1.2043519670842215","0","-1182439135","1","3126","539527","327","0.0","2399","0.067","","423","921","0.205","0.023","","0.63","15186","3","0.0","3515","9815","endtimes_appear-cp2025","0.541843","14263","","161","4818","552","3064","916","51","312","9815","327","minimize"
"gurobi_free_fixedorder_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t010-01.dzn","OPTIMAL_SOLUTION","1.7186116769444197","0","","3","7515","","","","1435","1.3773","","","","","","915","","","","","1257","14274","endtimes_appear-cp2025","1.12464","","14274","","","1","","4238","","3083","14274","","minimize"
"cpsat_fixed_fixedorder_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t030-03.dzn","SATISFIED","303.25799756799825","0","","4","14005","10807666","7358","","4240","21.7063","","6540","","","","","","","","","12192","130491","endtimes_appear-cp2025","2.66551","4278","129110","","","","16140","7851","","6840","130491","","minimize"
"chuffed_free_priority_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t017-02.dzn","OPTIMAL_SOLUTION","3.5743989599868655","0","51126623","1","12256","2019871","480","0.0","8835","0.57","","1372","3050","0.615","0.07","","0.94","119080","4","0.0","12562","37958","endtimes_appear-cp2025","1.59285","116028","","355","20621","1330","10131","3040","439","2289","37958","480","minimize"
"cpsat_fixed_standard_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t018-05.dzn","OPTIMAL_SOLUTION","7.797829793998972","0","","1","5936","411749","3","","1696","2.16885","","2616","","","","","","","","","5052","34988","endtimes_appear-cp2025","1.26085","1303","34988","","","","6456","3303","","2736","34988","","minimize"
"chuffed_fixed_priority_col3","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t010-04.dzn","OPTIMAL_SOLUTION","1.205975076998584","0","-1356461906","1","3126","526067","327","0.0","2399","0.065","","423","921","0.205","0.023","","0.63","15186","1","0.0","3515","9815","endtimes_appear-cp2025","0.544725","14263","","161","4818","538","3064","916","51","312","9815","327","minimize"
"chuffed_fixed_standard_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t004-02.dzn","OPTIMAL_SOLUTION","0.45583293307572603","0","53887738","1","167","945","2","0.0","34","0.004","","","70","0.023","0.004","","0.12","19383","1","0.0","91","2598","endtimes_appear-cp2025","0.186453","19311","","5","175","9","17","65","3","3","2598","2","minimize"
"chuffed_free_priority_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t022-03.dzn","OPTIMAL_SOLUTION","7.179767354042269","0","-17257352","1","22912","9884977","1358","0.0","21696","1.481","","1452","2482","2.248","0.085","","0.94","81459","8","0.0","25498","52112","endtimes_appear-cp2025","1.77177","78975","","601","42081","4619","17700","2468","2560","822","52112","1358","minimize"
"chuffed_fixed_fixedorder_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t040-02.dzn","SATISFIED","307.3406789660221","0","","1","116242","","","","113692","","","3630","","","","","","","","","122987","","endtimes_appear-cp2025","6.83058","","","","","","73976","5925","","2049","169605","","minimize"
"chuffed_fixed_fixedorder_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t003-03.dzn","OPTIMAL_SOLUTION","1.3804446139838547","0","1224401197","1","1198","5231","1","0.0","991","0.024","","252","429","0.592","0.022","","0.42","625879","1","0.0","1623","1313","endtimes_appear-cp2025","0.294763","625448","","103","1786","104","1661","426","0","147","1313","1","minimize"
"cpsat_free_fixedorder_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t009-04.dzn","OPTIMAL_SOLUTION","2.1028878439683467","0","","2","1746","10071","7","","756","0.490754","","968","","","","","","","","","2044","8366","endtimes_appear-cp2025","0.413915","20","8366","","","","2420","849","","756","8366","","minimize"
"cpotimizer_free_fixedorder_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t019-02.dzn","UNKNOWN","302.24649625399616","0","","0","15812","","3952115","","14940","298.51","","1179","","1.13","","","","2545","","355.0","17289","","endtimes_appear-cp2025","1.49164","","51202","","11921","7919320","12840","2644","","","","","minimize"
"chuffed_fixed_priority_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t025-01.dzn","OPTIMAL_SOLUTION","75.71773914806545","0","1423401429","2","39006","278288926","45129","0.0","32373","66.174","","2940","7162","3.572","29.956","","10.68","441265","2","0.0","38422","75041","endtimes_appear-cp2025","3.31457","434101","","764","67297","56576","27684","7142","9922","3177","75041","45129","minimize"
"chuffed_fixed_standardrestart_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t015-03.dzn","OPTIMAL_SOLUTION","2.526520282961428","0","-1595714300","1","8250","108410","10","0.0","5717","0.041","","980","2567","0.673","0.033","","1.41","22244","1","0.0","7930","25369","endtimes_appear-cp2025","1.08876","19675","","265","12655","338","6691","2556","64","1061","25369","10","minimize"
"cpsat_fixed_standard_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t016-05.dzn","OPTIMAL_SOLUTION","5.993899282068014","0","","1","3835","74568","5","","1568","0.920617","","2096","","","","","","","","","4230","29533","endtimes_appear-cp2025","0.740459","697","29533","","","","5144","1932","","1728","29533","","minimize"
"chuffed_fixed_fixedorderrestart_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t022-03.dzn","OPTIMAL_SOLUTION","7.9022165479836985","0","570451866","1","27876","2989506","66","0.0","22466","0.731","","2352","5788","2.516","0.621","","2.11","94151","1","0.0","27360","52112","endtimes_appear-cp2025","2.76335","88361","","600","47182","2005","20431","5769","1369","2538","52112","66","minimize"
"chuffed_fixed_priorityrestart_col3","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t010-05.dzn","OPTIMAL_SOLUTION","1.4597389189293608","0","-1834465932","2","4728","38486","3","0.0","3874","0.032","","564","1166","0.299","0.031","","1.41","15380","2","0.0","5287","12189","endtimes_appear-cp2025","0.660986","14212","","211","7710","423","4423","1160","0","407","12189","3","minimize"
"chuffed_fixed_standard_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t010-03.dzn","OPTIMAL_SOLUTION","1.1708907090360299","0","-1483711610","1","2694","20459","3","0.0","1486","0.015","","392","1136","0.198","0.014","","0.63","14345","1","0.0","2494","10738","endtimes_appear-cp2025","0.580417","13207","","110","3658","116","2276","1130","3","428","10738","3","minimize"
"cpsat_fixed_standard_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t016-04.dzn","OPTIMAL_SOLUTION","4.411227121949196","0","","1","3541","92152","0","","1224","0.908824","","1722","","","","","","","","","3450","30223","endtimes_appear-cp2025","0.782771","620","30223","","","","4170","1845","","1524","30223","","minimize"
"chuffed_fixed_standard_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t015-05.dzn","OPTIMAL_SOLUTION","1.8098794750403613","0","-1916345586","1","6873","128325","7","0.0","5878","0.047","","680","1369","0.47","0.029","","3.16","33458","1","0.0","7628","19259","endtimes_appear-cp2025","0.738776","32087","","262","11583","332","5979","1360","63","459","19259","7","minimize"
"cpsat_fixed_standard_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t022-02.dzn","OPTIMAL_SOLUTION","35.86465172795579","0","","4","6595","24922128","23399","","2448","27.4754","","3444","","","","","","","","","6684","53701","endtimes_appear-cp2025","1.27111","1346","53701","","","","8340","3465","","3048","53701","","minimize"
